id,timestamp,duration,data,app
46,2025-02-10 13:55:24.896000+00:00,0.583,"{'app': 'chrome.exe', 'title': 'Untitled - Colab - Google Chrome'}",chrome.exe
47,2025-02-10 13:55:24.896000+00:00,0.0,"{'app': 'chrome.exe', 'title': 'Untitled - Colab - Google Chrome'}",chrome.exe
45,2025-02-10 13:55:14.659000+00:00,10.048,"{'app': 'chrome.exe', 'title': 'Google Colab - Google Chrome'}",chrome.exe
38,2025-02-10 13:55:12.791000+00:00,1.641,"{'app': 'chrome.exe', 'title': 'Untitled - Google Chrome'}",chrome.exe
39,2025-02-10 13:55:12.791000+00:00,1.03,"{'app': 'chrome.exe', 'title': 'Untitled - Google Chrome'}",chrome.exe
40,2025-02-10 13:55:12.791000+00:00,1.03,"{'app': 'chrome.exe', 'title': 'Untitled - Google Chrome'}",chrome.exe
41,2025-02-10 13:55:12.791000+00:00,1.03,"{'app': 'chrome.exe', 'title': 'Untitled - Google Chrome'}",chrome.exe
42,2025-02-10 13:55:12.791000+00:00,1.03,"{'app': 'chrome.exe', 'title': 'Untitled - Google Chrome'}",chrome.exe
43,2025-02-10 13:55:12.791000+00:00,1.03,"{'app': 'chrome.exe', 'title': 'Untitled - Google Chrome'}",chrome.exe
44,2025-02-10 13:55:12.791000+00:00,1.03,"{'app': 'chrome.exe', 'title': 'Untitled - Google Chrome'}",chrome.exe
34,2025-02-10 13:55:06.837000+00:00,5.781,"{'app': 'chrome.exe', 'title': 'Frauddetection.ipynb - Colab - Google Chrome'}",chrome.exe
35,2025-02-10 13:55:06.837000+00:00,5.323,"{'app': 'chrome.exe', 'title': 'Frauddetection.ipynb - Colab - Google Chrome'}",chrome.exe
36,2025-02-10 13:55:06.837000+00:00,5.323,"{'app': 'chrome.exe', 'title': 'Frauddetection.ipynb - Colab - Google Chrome'}",chrome.exe
37,2025-02-10 13:55:06.837000+00:00,5.108,"{'app': 'chrome.exe', 'title': 'Frauddetection.ipynb - Colab - Google Chrome'}",chrome.exe
33,2025-02-10 13:55:01.714000+00:00,4.932,"{'app': 'chrome.exe', 'title': 'Google Colab - Google Chrome'}",chrome.exe
31,2025-02-10 13:54:51.489000+00:00,10.048,"{'app': 'chrome.exe', 'title': 'New Tab - Google Chrome'}",chrome.exe
32,2025-02-10 13:54:51.489000+00:00,9.192,"{'app': 'chrome.exe', 'title': 'New Tab - Google Chrome'}",chrome.exe
30,2025-02-10 13:53:59.262000+00:00,52.129,"{'app': 'chrome.exe', 'title': 'RescueTime Data Visualization - Google Chrome'}",chrome.exe
29,2025-02-10 13:53:52.106000+00:00,6.995,"{'app': 'chrome.exe', 'title': 'localhost:5600/api/0/buckets/ - Google Chrome'}",chrome.exe
27,2025-02-10 13:53:46.974000+00:00,4.983,"{'app': 'chrome.exe', 'title': 'RescueTime Data Visualization - Google Chrome'}",chrome.exe
28,2025-02-10 13:53:46.974000+00:00,4.103,"{'app': 'chrome.exe', 'title': 'RescueTime Data Visualization - Google Chrome'}",chrome.exe
25,2025-02-10 13:53:34.517000+00:00,12.319,"{'app': 'chrome.exe', 'title': 'localhost:5600/api/0/buckets/ - Google Chrome'}",chrome.exe
26,2025-02-10 13:53:34.517000+00:00,10.252,"{'app': 'chrome.exe', 'title': 'localhost:5600/api/0/buckets/ - Google Chrome'}",chrome.exe
19,2025-02-10 13:53:32.001000+00:00,2.462,"{'app': 'chrome.exe', 'title': 'New Tab - Google Chrome'}",chrome.exe
20,2025-02-10 13:53:32.001000+00:00,2.042,"{'app': 'chrome.exe', 'title': 'New Tab - Google Chrome'}",chrome.exe
21,2025-02-10 13:53:32.001000+00:00,2.042,"{'app': 'chrome.exe', 'title': 'New Tab - Google Chrome'}",chrome.exe
22,2025-02-10 13:53:32.001000+00:00,2.042,"{'app': 'chrome.exe', 'title': 'New Tab - Google Chrome'}",chrome.exe
23,2025-02-10 13:53:32.001000+00:00,2.042,"{'app': 'chrome.exe', 'title': 'New Tab - Google Chrome'}",chrome.exe
